Unique ID,Date Taken (America/New_York),Q2 - Did you switch careers into Data?,Happines- Salary (0-10),Happiness- Work/Life Balence (0-10),Happiness- Coworkers (0-10),Happines- Management (0-10),Happiness- Upward Mobility (0-10),Happiness -Learning New Things (0-10),Q7 - How difficult was it for you to break into Data?,Imp Work Criteria,Q9 - Male/Female?,Q10 - Current Age,Q12 - Highest Level of Education,Month,Current Role-,Current Salary- Lows,Current Salary- Highs,Average Salary,Current Industry,Favorite Programming Language,Q11 - Which Country do you live in?.1,Ethnicity,Previously In Data,Imp Work Criteria (groups),Age Group,Difficulty breaking in
62a3a9dbd8c00e9f541a93eb,06-10-2022,Yes,4,4,4,5,2,1,Difficult,Better Salary,Male,29,Masters,October,Data Analyst,0,40,20,Tech,Python,Other,White or Caucasian,In Data,Better Salary ,Youth,3
62a3b255d8c00e9f541a9fd5,06-10-2022,Yes,4,6,3,4,4,2,Easy,Better Salary,Female,28,Masters,October,Data Analyst,86,105,95.5,Other,Python,Other,Other,In Data,Better Salary ,Youth,1
62a3b3f6bc6861bf3177973b,06-10-2022,Yes,3,2,1,1,1,2,Very Difficult,Better Salary,Female,26,Masters,October,Data Analyst,66,85,75.5,Finance,Python,United States,Asian or Asian American,In Data,Better Salary ,Youth,4
62a3ba4dbc6861bf31779f24,06-10-2022,Yes,3,5,3,3,1,1,Neither easy nor difficult,Better Salary,Male,28,Bachelors,October,Data Analyst,41,65,53,Other,Python,United Kingdom,White or Caucasian,In Data,Better Salary ,Youth,2
62a3cbfef8d5efcc22f8b6f1,06-10-2022,Yes,1,1,1,1,1,2,Very Difficult,Better Salary,Male,25,Bachelors,October,Data Analyst,0,40,20,Tech,Python,Other,Other,In Data,Better Salary ,Youth,4
62a3cfed0f8c8599d5b00b12,06-10-2022,Yes,1,10,10,5,3,1,Neither easy nor difficult,Better Salary,Female,25,Bachelors,October,Data Analyst,0,40,20,Finance,Python,United States,White or Caucasian,In Data,Better Salary ,Youth,2
62a3fe0d5d257a28a30ea3c8,06-10-2022,No,8,6,7,7,8,8,Easy,Better Salary,Male,23,Associates,October,Data Analyst,66,85,75.5,Tech,Python,United States,White or Caucasian,In Data,Better Salary ,Youth,1
62a403bbf8d5efcc22f8eb18,06-10-2022,Yes,5,10,5,6,6,8,Very Difficult,Better Salary,Male,33,Bachelors,October,Data Analyst,0,40,20,Tech,Python,India,Asian or Asian American,In Data,Better Salary ,Middle Aged,4
62a4098124a2626027394ddc,06-10-2022,Yes,10,10,10,7,10,10,Neither easy nor difficult,Better Salary,Male,36,Masters,October,Data Analyst,66,85,75.5,Healthcare,Python,United States,White or Caucasian,In Data,Better Salary ,Middle Aged,2
62a41135bc6861bf3177f3d8,06-10-2022,No,5,5,7,6,4,6,Very Easy,Better Salary,Female,54,High School,October,Data Analyst,66,85,75.5,Other,Python,United States,White or Caucasian,In Data,Better Salary ,Middle Aged,0
62a41e23bc6861bf3177fffb,06-11-2022,Yes,5,5,5,5,5,10,Neither easy nor difficult,Better Salary,Male,24,Bachelors,November,Data Analyst,0,40,20,Finance,Python,Other,White or Caucasian,In Data,Better Salary ,Youth,2
62a424ccd8c00e9f541b114e,06-11-2022,Yes,1,7,7,7,7,1,Difficult,Better Salary,Female,28,Masters,November,Data Analyst,0,40,20,Tech,Python,United Kingdom,Black or African American,In Data,Better Salary ,Youth,3
62a446faf8f7561645868c60,06-11-2022,Yes,2,3,3,3,3,3,Difficult,Better Salary,Male,21,Bachelors,November,Data Analyst,0,40,20,Tech,Python,India,Asian or Asian American,In Data,Better Salary ,Youth,3
62a448832e54c9003e5491c5,06-11-2022,No,7,8,9,7,7,6,Easy,Better Salary,Male,24,Bachelors,November,Data Analyst,66,85,75.5,Healthcare,Python,United States,White or Caucasian,In Data,Better Salary ,Youth,1
62a44ae2f8f7561645869335,06-11-2022,Yes,4,7,6,6,6,7,Neither easy nor difficult,Better Salary,Female,26,Bachelors,November,Data Analyst,41,65,53,Healthcare,Python,United States,White or Caucasian,In Data,Better Salary ,Youth,2
62a44bc7bc6861bf31783829,06-11-2022,Yes,2,8,8,9,8,10,Difficult,Better Salary,Male,30,Bachelors,November,Data Analyst,0,40,20,Other,Python,United Kingdom,White or Caucasian,In Data,Better Salary ,Youth,3
62a46a66f8d5efcc22f95a7a,06-11-2022,Yes,5,8,8,5,5,6,Neither easy nor difficult,Better Salary,Male,25,Bachelors,November,Data Analyst,0,40,20,Healthcare,Python,Other,Black or African American,In Data,Better Salary ,Youth,2
62a46dbecf25554317319e48,06-11-2022,Yes,6,8,3,4,5,1,Neither easy nor difficult,Better Salary,Female,30,Bachelors,November,Data Analyst,66,85,75.5,Finance,Python,Canada,Asian or Asian American,In Data,Better Salary ,Youth,2
62a475dcf408bae018eed15c,06-11-2022,Yes,1,1,2,1,1,3,Neither easy nor difficult,Better Salary,Female,27,Masters,November,Data Analyst,0,40,20,Healthcare,Python,Other,Black or African American,In Data,Better Salary ,Youth,2
62a487167dc029e2d66da73e,06-11-2022,Yes,5,5,5,5,5,6,Neither easy nor difficult,Better Salary,Female,28,Bachelors,November,Data Analyst,0,40,20,Other,Python,Other,Asian or Asian American,In Data,Better Salary ,Youth,2
62a48d4df8d5efcc22f98308,06-11-2022,No,5,5,4,5,6,6,Neither easy nor difficult,Better Salary,Male,25,Bachelors,November,Data Analyst,41,65,53,Other,Python,United Kingdom,Black or African American,In Data,Better Salary ,Youth,2
62a4926ef408bae018eef4ee,06-11-2022,Yes,1,8,5,5,2,2,Easy,Better Salary,Male,28,Bachelors,November,Data Analyst,0,40,20,Telecommunication,Python,Other,Hispanic or Latino,In Data,Better Salary ,Youth,1
62a4bf3a0a77c1a77f67bef2,06-11-2022,Yes,5,6,7,6,6,7,Very Easy,Better Salary,Male,32,Bachelors,November,Data Analyst,66,85,75.5,Tech,Python,United States,Hispanic or Latino,In Data,Better Salary ,Middle Aged,0
62a4c49a575fa3a5ae8aadf4,06-11-2022,Yes,2,6,3,6,6,7,Neither easy nor difficult,Better Salary,Male,35,Masters,November,Data Analyst,0,40,20,Tech,Python,India,Asian or Asian American,In Data,Better Salary ,Middle Aged,2
62a4c6060a77c1a77f67c772,06-11-2022,No,9,8,3,5,2,4,Easy,Better Salary,Male,27,Masters,November,Data Analyst,41,65,53,Other,Python,Other,White or Caucasian,In Data,Better Salary ,Youth,1
62a4cdfad8c00e9f541bdc6b,06-11-2022,No,8,9,9,9,9,10,Neither easy nor difficult,Better Salary,Male,34,Masters,November,Data Analyst,66,85,75.5,Other,Python,United States,White or Caucasian,In Data,Better Salary ,Middle Aged,2
62a4d08bf3072dd892642d2c,06-11-2022,No,8,9,9,9,9,9,Neither easy nor difficult,Better Salary,Female,26,Masters,November,Data Analyst,0,40,20,Finance,Python,India,Asian or Asian American,In Data,Better Salary ,Youth,2
62a4dd63f408bae018ef4e51,06-11-2022,Yes,4,6,6,6,5,7,Easy,Better Salary,Male,32,Bachelors,November,Data Analyst,41,65,53,Construction,Python,United States,Black or African American,In Data,Better Salary ,Middle Aged,1
62a4e34d7dc029e2d66e10b9,06-11-2022,No,3,4,5,5,6,6,Neither easy nor difficult,Better Salary,Male,31,Masters,November,Data Analyst,0,40,20,Tech,Python,Other,Asian or Asian American,In Data,Better Salary ,Middle Aged,2
62a51dc6575fa3a5ae8b09f3,06-11-2022,No,1,7,4,10,10,10,Neither easy nor difficult,Better Salary,Male,25,High School,November,Data Analyst,0,40,20,Finance,Python,Other,Other,In Data,Better Salary ,Youth,2
62a51fe0575fa3a5ae8b0c06,06-11-2022,No,1,5,4,6,5,6,Neither easy nor difficult,Better Salary,Male,23,Bachelors,November,Data Analyst,0,40,20,Healthcare,Python,Other,White or Caucasian,In Data,Better Salary ,Youth,2
62a525aff8f75616458784dd,06-11-2022,Yes,2,1,3,3,3,4,Difficult,Better Salary,Male,36,Bachelors,November,Data Analyst,0,40,20,Agriculture,Python,Other,Other,In Data,Better Salary ,Middle Aged,3
62a54f20d8c00e9f541c5cfa,06-11-2022,Yes,2,8,6,1,8,10,Neither easy nor difficult,Better Salary,Male,36,Masters,November,Data Analyst,66,85,75.5,Other,Python,United States,White or Caucasian,In Data,Better Salary ,Middle Aged,2
62a57116f408bae018efd56a,06-12-2022,No,10,10,10,10,10,6,Easy,Better Salary,Female,42,Bachelors,December,Data Analyst,106,125,115.5,Other,Python,United States,White or Caucasian,In Data,Better Salary ,Middle Aged,1
62a57263cec54911e9ccf648,06-12-2022,Yes,1,10,10,8,10,3,Neither easy nor difficult,Better Salary,Female,36,Bachelors,December,Data Analyst,41,65,53,Healthcare,Python,United States,White or Caucasian,In Data,Better Salary ,Middle Aged,2
62a574b3b4da29969c658eb4,06-12-2022,Yes,2,3,7,6,5,6,Neither easy nor difficult,Better Salary,Male,27,Bachelors,December,Data Analyst,41,65,53,Other,Python,United States,White or Caucasian,In Data,Better Salary ,Youth,2
62a5a931cec54911e9cd3333,06-12-2022,No,6,7,8,7,6,7,Neither easy nor difficult,Better Salary,Male,26,Bachelors,December,Data Analyst,0,40,20,Healthcare,Python,India,Asian or Asian American,In Data,Better Salary ,Youth,2
62a5ea667dc029e2d66f153d,06-12-2022,Yes,8,6,6,7,9,10,Easy,Better Salary,Female,35,Masters,December,Data Analyst,106,125,115.5,Other,Python,United States,Black or African American,In Data,Better Salary ,Middle Aged,1
62a6246df3072dd892659218,06-12-2022,Yes,3,2,4,3,3,3,Neither easy nor difficult,Better Salary,Male,25,High School,December,Data Analyst,0,40,20,Tech,Python,Other,Black or African American,In Data,Better Salary ,Youth,2
62a62a7124a26260273b94fa,06-12-2022,No,2,6,6,7,7,9,Difficult,Better Salary,Male,32,Bachelors,December,Data Analyst,0,40,20,Healthcare,Python,United Kingdom,Hispanic or Latino,In Data,Better Salary ,Middle Aged,3
62a642690f8c8599d5b2ab37,06-12-2022,Yes,7,9,9,9,7,9,Easy,Better Salary,Female,28,Bachelors,December,Data Analyst,41,65,53,Other,Python,United Kingdom,Asian or Asian American,In Data,Better Salary ,Youth,1
62a65618d8c00e9f541d783a,06-12-2022,Yes,8,10,10,10,7,9,Neither easy nor difficult,Better Salary,Male,26,Bachelors,December,Data Analyst,66,85,75.5,Other,Python,United States,Black or African American,In Data,Better Salary ,Youth,2
62a33cb72e54c9003e531c65,06-10-2022,Yes,1,6,6,6,6,5,Difficult,Better Salary,Male,24,,October,Data Scientist,0,40,20,Finance,Python,Other,Black or African American,In Data,Better Salary ,Youth,3
62a33d9bf8f7561645852496,06-10-2022,Yes,1,3,2,2,4,1,Difficult,Better Salary,Male,23,,October,Student/Looking,0,40,20,Other,Python,United States,Black or African American,In Data,Better Salary ,Youth,3
62a33f17f8f7561645852867,06-10-2022,No,2,9,7,7,5,6,Difficult,Better Salary,Male,31,,October,Other,0,40,20,Tech,Python,Other,White or Caucasian,In Data,Better Salary ,Middle Aged,3
62a34006d8c00e9f5419d341,06-10-2022,Yes,1,1,1,1,1,1,Very Difficult,Better Salary,Male,23,,October,Student/Looking,0,40,20,Construction,Python,Other,Other,In Data,Better Salary ,Youth,4
62a34020575fa3a5ae88ade0,06-10-2022,Yes,5,5,3,5,2,6,Difficult,Better Salary,Male,23,,October,Student/Looking,0,40,20,Education,Python,Other,Asian or Asian American,In Data,Better Salary ,Youth,3
62a3426cf408bae018ed409b,06-10-2022,No,1,4,5,5,1,1,Difficult,Better Salary,Male,25,Masters,October,Student/Looking,0,40,20,Tech,Python,United States,White or Caucasian,In Data,Better Salary ,Youth,3
62a34340bc6861bf3176d05b,06-10-2022,Yes,6,7,4,3,9,8,Difficult,Better Salary,Male,28,Bachelors,October,Other,41,65,53,Tech,Python,Other,White or Caucasian,In Data,Better Salary ,Youth,3
62a346a37dc029e2d66bfa6d,06-10-2022,Yes,7,8,6,5,5,9,Difficult,Better Salary,Male,33,Masters,October,Data Engineer,0,40,20,Tech,Python,Other,Hispanic or Latino,In Data,Better Salary ,Middle Aged,3
62a3493fb4da29969c62fe63,06-10-2022,Yes,8,8,9,9,10,10,Very Easy,Better Salary,Male,34,Bachelors,October,Other,41,65,53,Other,Python,United Kingdom,White or Caucasian,In Data,Better Salary ,Middle Aged,0
62a34991b4da29969c62ff4b,06-10-2022,Yes,3,7,7,7,1,2,Difficult,Better Salary,Male,31,Masters,October,Student/Looking,0,40,20,Healthcare,Python,United States,Black or African American,In Data,Better Salary ,Middle Aged,3
62a34b07cec54911e9ca6b6e,06-10-2022,No,1,1,1,1,1,5,Neither easy nor difficult,Better Salary,Male,25,Bachelors,October,Student/Looking,0,40,20,Other,Python,Other,White or Caucasian,In Data,Better Salary ,Youth,2
62a34b5b5d257a28a30d96a6,06-10-2022,No,8,7,6,6,5,9,Neither easy nor difficult,Better Salary,Male,22,Bachelors,October,Data Scientist,86,105,95.5,Finance,Python,United States,White or Caucasian,In Data,Better Salary ,Youth,2
62a34bb0f3072dd892624210,06-10-2022,Yes,5,7,7,6,6,7,Neither easy nor difficult,Better Salary,Male,45,Masters,October,Data Engineer,66,85,75.5,Other,Python,Canada,White or Caucasian,In Data,Better Salary ,Middle Aged,2
62a34dbb5d257a28a30d9a61,06-10-2022,No,1,6,5,5,3,1,Neither easy nor difficult,Better Salary,Male,25,Masters,October,Other,0,40,20,Tech,Python,India,Asian or Asian American,In Data,Better Salary ,Youth,2
62a34e082e54c9003e534118,06-10-2022,No,5,6,6,6,6,4,Easy,Better Salary,Male,24,Bachelors,October,Other,0,40,20,Tech,Python,Other,Hispanic or Latino,In Data,Better Salary ,Youth,1
62a353f07dc029e2d66c1783,06-10-2022,No,3,5,5,4,4,5,Neither easy nor difficult,Better Salary,Male,27,Bachelors,October,Student/Looking,0,40,20,Tech,Python,India,Other,In Data,Better Salary ,Youth,2
62a35a2c7dc029e2d66c2519,06-10-2022,No,3,7,6,7,1,1,Difficult,Better Salary,Male,42,Associates,October,Student/Looking,0,40,20,Tech,Python,Other,White or Caucasian,In Data,Better Salary ,Middle Aged,3
62a35d8f575fa3a5ae88efd6,06-10-2022,Yes,2,4,6,1,1,1,Very Difficult,Better Salary,Male,34,Associates,October,Student/Looking,41,65,53,Other,Python,Canada,Asian or Asian American,In Data,Better Salary ,Middle Aged,4
62a35e970a77c1a77f66035a,06-10-2022,Yes,2,4,1,3,1,7,Neither easy nor difficult,Better Salary,Male,27,Bachelors,October,Data Scientist,125,150,137.5,Telecommunication,Python,India,Other,In Data,Better Salary ,Youth,2
62a35eabf408bae018ed7cbc,06-10-2022,Yes,2,4,5,5,4,6,Difficult,Better Salary,Male,22,Bachelors,October,Data Engineer,41,65,53,Finance,Python,United States,White or Caucasian,In Data,Better Salary ,Youth,3
62a360b8f8f7561645856ec4,06-10-2022,No,5,3,5,5,4,5,Difficult,Better Salary,Male,23,Bachelors,October,Data Engineer,86,105,95.5,Tech,Python,United States,White or Caucasian,In Data,Better Salary ,Youth,3
